transport_type,route_id,origin_station,destination_station,weather_condition,event_type,season,day_of_week,temperature_C,humidity_percent,wind_speed_kmh,precipitation_mm,traffic_congestion_index,holiday,peak_hour,event_attendance_est,log_event_attendance,has_event,year,month,day_of_month,weekday_num,is_weekend,quarter,departure_hour,departure_minute,arrival_hour,arrival_minute,departure_minutes,arrival_minutes,scheduled_trip_duration_min,departure_hour_sin,departure_hour_cos
Train,Route_19,Station_25,Station_7,Rain,Concert,Spring,Friday,33.3,92,5,11.1,45,0,1,0,0.0,0,2023,1,20,4,0,1,12,1,12,22,721,742,21,-0.004363309284746176,-0.9999904807207345
Tram,Route_13,Station_18,Station_7,Fog,Unknown / Missing Event,Summer,Monday,-1.0,86,20,18.4,15,0,0,0,0.0,0,2023,1,2,0,0,1,8,46,9,43,526,583,57,0.7489557207890021,-0.6626200482157376
Train,Route_18,Station_4,Station_17,Storm,Unknown / Missing Event,Winter,Tuesday,22.2,65,3,14.6,89,0,0,0,0.0,0,2023,1,3,1,0,1,17,4,17,49,1024,1069,45,-0.9702957262759965,-0.24192189559966779
Tram,Route_6,Station_45,Station_15,Storm,Sports,Spring,Sunday,11.7,77,5,0.1,30,0,0,0,0.0,0,2023,1,15,6,1,1,16,4,16,27,964,987,23,-0.8746197071393959,-0.48480962024633684
Bus,Route_9,Station_35,Station_16,Clear,Unknown / Missing Event,Spring,Saturday,23.4,64,22,9.7,66,0,0,0,0.0,0,2023,1,21,5,1,1,6,18,6,37,378,397,19,0.996917333733128,-0.07845909572784487
Bus,Route_18,Station_30,Station_26,Snow,Festival,Summer,Saturday,15.1,76,10,2.4,69,1,1,10000,9.210440366976517,1,2023,1,21,5,1,1,20,0,20,44,1200,1244,44,-0.8660254037844386,0.5000000000000001
Tram,Route_2,Station_49,Station_17,Fog,Concert,Spring,Friday,-0.4,91,13,8.5,0,0,0,0,0.0,0,2023,1,20,4,0,1,3,48,4,38,228,278,50,0.8386705679454239,0.5446390350150272
Metro,Route_8,Station_32,Station_15,Snow,Unknown / Missing Event,Autumn,Saturday,9.8,37,39,10.0,16,0,0,0,0.0,0,2023,1,21,5,1,1,7,34,8,7,454,487,33,0.9170600743851242,-0.398749068925246
Metro,Route_6,Station_15,Station_33,Cloudy,Unknown / Missing Event,Winter,Friday,10.3,71,10,8.1,63,0,0,50000,10.819798284210286,1,2023,1,6,4,0,1,23,19,23,53,1399,1433,34,-0.17794354547384153,0.9840406976462909
Metro,Route_9,Station_22,Station_17,Clear,Unknown / Missing Event,Autumn,Tuesday,33.0,49,7,7.1,89,0,1,0,0.0,0,2023,1,17,1,0,1,9,33,10,7,573,607,34,0.5983246005706592,-0.8012538126910606
Bus,Route_13,Station_23,Station_22,Storm,Unknown / Missing Event,Winter,Thursday,11.7,63,39,9.3,93,0,0,0,0.0,0,2023,1,19,3,0,1,14,47,15,29,887,929,42,-0.6658816660008345,-0.7460573750616993
Tram,Route_18,Station_24,Station_6,Cloudy,Unknown / Missing Event,Winter,Saturday,18.3,99,2,9.1,52,0,0,0,0.0,0,2023,1,14,5,1,1,9,32,10,4,572,604,32,0.6018150231520482,-0.7986355100472929
Train,Route_3,Station_28,Station_5,Cloudy,Sports,Summer,Monday,17.1,60,30,19.2,95,0,0,50000,10.819798284210286,1,2023,1,16,0,0,1,11,33,12,25,693,745,52,0.11753739745783798,-0.9930684569549263
Bus,Route_14,Station_33,Station_12,Snow,Unknown / Missing Event,Winter,Sunday,2.5,93,53,18.4,86,0,0,0,0.0,0,2023,1,8,6,1,1,21,16,22,11,1276,1331,55,-0.6560590289905074,0.7547095802227719
Bus,Route_14,Station_17,Station_45,Fog,Unknown / Missing Event,Autumn,Friday,27.0,81,49,0.9,45,0,0,0,0.0,0,2023,1,13,4,0,1,8,34,9,19,514,559,45,0.782608156852414,-0.6225146366376194
Metro,Route_19,Station_30,Station_37,Fog,Protest,Spring,Friday,23.0,43,59,10.5,95,0,0,0,0.0,0,2023,1,13,4,0,1,12,47,13,20,767,800,33,-0.20364175114017746,-0.9790454724845838
Tram,Route_7,Station_27,Station_6,Snow,Unknown / Missing Event,Spring,Thursday,26.8,73,13,18.2,86,0,0,2000,7.601402334583733,1,2023,1,19,3,0,1,6,4,6,25,364,385,21,0.9998476951563913,-0.017452406437283477
Bus,Route_13,Station_32,Station_47,Cloudy,Unknown / Missing Event,Summer,Friday,30.7,40,44,12.8,78,0,1,50000,10.819798284210286,1,2023,1,13,4,0,1,20,48,21,17,1248,1277,29,-0.7431448254773946,0.6691306063588578
Train,Route_4,Station_4,Station_14,Snow,Sports,Summer,Tuesday,31.7,74,32,19.2,89,0,0,50000,10.819798284210286,1,2023,1,17,1,0,1,15,19,15,44,919,944,25,-0.7632324697825289,-0.6461239796429639
Metro,Route_11,Station_29,Station_18,Storm,Unknown / Missing Event,Winter,Wednesday,12.4,35,6,17.1,45,0,0,2000,7.601402334583733,1,2023,1,11,2,0,1,17,4,17,31,1024,1051,27,-0.9702957262759965,-0.24192189559966779
Metro,Route_6,Station_36,Station_41,Snow,Unknown / Missing Event,Autumn,Saturday,32.0,68,17,3.9,45,0,0,0,0.0,0,2023,1,7,5,1,1,6,31,7,0,391,420,29,0.9908658973868822,-0.13485093027372297
Train,Route_20,Station_42,Station_1,Cloudy,Festival,Autumn,Tuesday,6.2,98,56,8.0,72,0,1,10000,9.210440366976517,1,2023,1,3,1,0,1,14,31,15,2,871,902,31,-0.6122172800344491,-0.7906895737438435
Metro,Route_15,Station_2,Station_20,Clear,Unknown / Missing Event,Spring,Wednesday,14.1,58,9,2.7,45,0,0,2000,7.601402334583733,1,2023,1,4,2,0,1,15,0,15,55,900,955,55,-0.7071067811865475,-0.7071067811865477
Tram,Route_7,Station_16,Station_12,Storm,Festival,Autumn,Monday,29.4,57,38,10.1,38,0,1,0,0.0,0,2023,1,16,0,0,1,22,49,23,33,1369,1413,44,-0.30486429902801043,0.9523957996432785
Bus,Route_4,Station_24,Station_16,Fog,Concert,Winter,Tuesday,-3.9,41,29,14.2,76,0,0,0,0.0,0,2023,1,10,1,0,1,8,46,9,37,526,577,51,0.7489557207890021,-0.6626200482157376
Metro,Route_11,Station_25,Station_36,Snow,Concert,Spring,Monday,3.3,45,59,8.7,85,0,1,10000,9.210440366976517,1,2023,1,2,0,0,1,16,45,17,36,1005,1056,51,-0.9469301294951056,-0.3214394653031618
Tram,Route_1,Station_48,Station_21,Rain,Unknown / Missing Event,Autumn,Monday,18.5,47,35,13.3,7,0,1,0,0.0,0,2023,1,2,0,0,1,0,30,1,11,30,71,41,0.13052619222005157,0.9914448613738104
Tram,Route_15,Station_32,Station_29,Clear,Unknown / Missing Event,Spring,Saturday,13.2,77,41,1.8,76,0,0,0,0.0,0,2023,1,21,5,1,1,14,45,15,25,885,925,40,-0.6593458151000688,-0.7518398074789774
Tram,Route_10,Station_21,Station_43,Snow,Unknown / Missing Event,Spring,Saturday,11.9,86,23,14.4,4,0,0,0,0.0,0,2023,1,14,5,1,1,7,17,8,2,437,482,45,0.9440890203927843,-0.3296906452627872
Metro,Route_7,Station_9,Station_19,Snow,Festival,Winter,Sunday,14.2,40,44,3.1,55,0,1,500,6.2166061010848646,1,2023,1,1,6,1,1,10,48,11,14,648,674,26,0.3090169943749475,-0.9510565162951535
Tram,Route_20,Station_5,Station_3,Fog,Concert,Spring,Monday,22.7,45,39,6.8,53,1,0,50000,10.819798284210286,1,2023,1,9,0,0,1,17,18,17,37,1038,1057,19,-0.9832549075639545,-0.18223552549214778
Bus,Route_13,Station_5,Station_26,Rain,Unknown / Missing Event,Autumn,Friday,6.4,57,37,2.0,9,0,0,500,6.2166061010848646,1,2023,1,6,4,0,1,5,30,6,23,330,383,53,0.9914448613738104,0.1305261922200517
Train,Route_13,Station_13,Station_16,Fog,Sports,Summer,Friday,16.3,90,21,4.5,30,0,1,0,0.0,0,2023,1,20,4,0,1,21,47,22,28,1307,1348,41,-0.5482932295199143,0.8362861558477592
Metro,Route_2,Station_33,Station_34,Fog,Protest,Summer,Saturday,7.1,86,0,18.8,71,1,0,500,6.2166061010848646,1,2023,1,7,5,1,1,9,16,10,3,556,603,47,0.6560590289905073,-0.754709580222772
Bus,Route_3,Station_14,Station_9,Clear,Unknown / Missing Event,Winter,Sunday,26.0,61,24,9.7,17,0,0,0,0.0,0,2023,1,8,6,1,1,4,32,4,50,272,290,18,0.9271838545667874,0.37460659341591196
Train,Route_3,Station_38,Station_48,Fog,Unknown / Missing Event,Winter,Tuesday,14.7,55,1,6.3,30,1,0,0,0.0,0,2023,1,17,1,0,1,10,3,10,48,603,648,45,0.48862124149695485,-0.8724960070727972
Metro,Route_9,Station_24,Station_23,Storm,Unknown / Missing Event,Spring,Thursday,6.7,93,41,4.4,61,0,0,500,6.2166061010848646,1,2023,1,19,3,0,1,4,34,5,16,274,316,42,0.9304175679820246,0.3665012267242973
Tram,Route_8,Station_16,Station_26,Clear,Unknown / Missing Event,Spring,Wednesday,15.9,90,29,4.1,73,0,0,0,0.0,0,2023,1,18,2,0,1,8,30,9,12,510,552,42,0.7933533402912352,-0.6087614290087207
Tram,Route_2,Station_4,Station_45,Clear,Concert,Spring,Sunday,21.9,67,54,12.6,75,0,1,0,0.0,0,2023,1,1,6,1,1,19,32,20,20,1172,1220,48,-0.9205048534524405,0.3907311284892735
Metro,Route_13,Station_6,Station_42,Storm,Unknown / Missing Event,Winter,Sunday,17.6,52,22,5.2,21,0,0,500,6.2166061010848646,1,2023,1,1,6,1,1,8,32,9,28,512,568,56,0.788010753606722,-0.6156614753256583
Train,Route_2,Station_10,Station_26,Snow,Unknown / Missing Event,Spring,Monday,4.2,77,5,1.4,32,0,0,0,0.0,0,2023,1,9,0,0,1,9,0,9,33,540,573,33,0.7071067811865476,-0.7071067811865475
Train,Route_15,Station_35,Station_32,Rain,Unknown / Missing Event,Summer,Saturday,18.3,30,2,16.7,84,1,1,10000,9.210440366976517,1,2023,1,7,5,1,1,14,15,15,1,855,901,46,-0.5555702330196023,-0.8314696123025452
Tram,Route_14,Station_31,Station_12,Clear,Unknown / Missing Event,Winter,Friday,16.8,87,33,11.8,90,0,1,2000,7.601402334583733,1,2023,1,20,4,0,1,22,18,22,41,1338,1361,23,-0.4305110968082952,0.9025852843498606
Tram,Route_16,Station_44,Station_22,Fog,Unknown / Missing Event,Summer,Sunday,-2.5,95,36,1.7,39,0,0,0,0.0,0,2023,1,15,6,1,1,11,46,12,19,706,739,33,0.06104853953485719,-0.9981347984218669
Bus,Route_3,Station_6,Station_50,Cloudy,Festival,Autumn,Monday,17.8,87,9,8.9,81,0,1,2000,7.601402334583733,1,2023,1,9,0,0,1,8,3,8,21,483,501,18,0.8594064115014528,-0.5112930860770519
Train,Route_18,Station_17,Station_18,Cloudy,Unknown / Missing Event,Winter,Friday,8.3,79,53,5.0,80,1,0,0,0.0,0,2023,1,20,4,0,1,15,18,15,42,918,942,24,-0.7604059656000306,-0.6494480483301841
Metro,Route_3,Station_4,Station_43,Snow,Festival,Spring,Friday,33.2,79,27,1.9,31,0,1,50000,10.819798284210286,1,2023,1,6,4,0,1,3,49,4,13,229,253,24,0.8410390129643924,0.540974471367994
Tram,Route_2,Station_29,Station_19,Snow,Unknown / Missing Event,Summer,Thursday,34.2,71,2,16.7,85,0,0,0,0.0,0,2023,1,12,3,0,1,13,45,14,38,825,878,53,-0.44228869021900147,-0.8968727415326883
Tram,Route_18,Station_17,Station_15,Fog,Festival,Winter,Tuesday,22.3,99,51,2.3,68,0,0,0,0.0,0,2023,1,17,1,0,1,18,45,19,22,1125,1162,37,-0.9807852804032304,0.1950903220161283
Train,Route_4,Station_16,Station_3,Fog,Concert,Winter,Friday,6.6,99,49,10.0,2,0,0,0,0.0,0,2023,1,13,4,0,1,8,15,9,3,495,543,48,0.8314696123025451,-0.5555702330196023
Metro,Route_3,Station_16,Station_35,Cloudy,Unknown / Missing Event,Autumn,Saturday,27.3,69,15,15.5,99,0,0,0,0.0,0,2023,1,14,5,1,1,6,3,6,20,363,380,17,0.999914327574007,-0.013089595571344452
Train,Route_8,Station_14,Station_18,Rain,Protest,Summer,Friday,29.1,64,38,12.5,89,1,0,0,0.0,0,2023,1,20,4,0,1,20,30,21,20,1230,1280,50,-0.7933533402912352,0.6087614290087205
Metro,Route_17,Station_45,Station_7,Storm,Unknown / Missing Event,Summer,Tuesday,8.2,45,38,3.5,23,0,0,50000,10.819798284210286,1,2023,1,3,1,0,1,15,30,16,9,930,969,39,-0.7933533402912349,-0.6087614290087209
Bus,Route_7,Station_9,Station_24,Snow,Unknown / Missing Event,Autumn,Friday,22.0,81,25,11.4,58,0,1,0,0.0,0,2023,1,20,4,0,1,6,16,6,40,376,400,24,0.9975640502598242,-0.06975647374412533
Bus,Route_10,Station_22,Station_18,Cloudy,Sports,Winter,Sunday,28.1,40,35,5.7,32,1,0,0,0.0,0,2023,1,15,6,1,1,0,46,1,43,46,103,57,0.19936793441719716,0.9799247046208296
Tram,Route_7,Station_15,Station_10,Storm,Festival,Autumn,Wednesday,8.8,37,35,17.8,54,0,0,0,0.0,0,2023,1,18,2,0,1,4,48,5,8,288,308,20,0.9510565162951535,0.30901699437494745
Tram,Route_19,Station_16,Station_44,Clear,Sports,Winter,Friday,16.5,70,15,17.9,93,0,0,0,0.0,0,2023,1,20,4,0,1,16,33,16,59,993,1019,26,-0.9288095528719243,-0.3705574375098359
Metro,Route_9,Station_47,Station_25,Storm,Protest,Autumn,Wednesday,29.6,88,18,5.9,92,0,0,0,0.0,0,2023,1,11,2,0,1,10,16,10,59,616,659,43,0.4383711467890773,-0.898794046299167
Tram,Route_19,Station_27,Station_46,Snow,Unknown / Missing Event,Spring,Thursday,22.5,68,51,13.7,30,0,0,500,6.2166061010848646,1,2023,1,5,3,0,1,9,32,10,15,572,615,43,0.6018150231520482,-0.7986355100472929
Metro,Route_2,Station_7,Station_7,Rain,Concert,Autumn,Thursday,-2.6,83,24,1.5,34,0,1,2000,7.601402334583733,1,2023,1,12,3,0,1,5,0,5,52,300,352,52,0.9659258262890683,0.25881904510252074
Train,Route_8,Station_38,Station_6,Storm,Unknown / Missing Event,Winter,Friday,21.8,56,46,18.1,59,0,0,0,0.0,0,2023,1,20,4,0,1,5,30,6,14,330,374,44,0.9914448613738104,0.1305261922200517
Train,Route_8,Station_15,Station_29,Snow,Unknown / Missing Event,Summer,Thursday,7.8,99,56,12.2,89,0,0,0,0.0,0,2023,1,12,3,0,1,7,2,7,44,422,464,42,0.963630453208623,-0.26723837607825685
Metro,Route_14,Station_17,Station_33,Storm,Unknown / Missing Event,Autumn,Wednesday,9.8,73,43,5.2,25,0,0,2000,7.601402334583733,1,2023,1,18,2,0,1,0,0,0,27,0,27,27,0.0,1.0
Bus,Route_20,Station_15,Station_1,Rain,Unknown / Missing Event,Autumn,Sunday,0.9,83,34,2.7,14,0,0,0,0.0,0,2023,1,1,6,1,1,12,32,13,9,752,789,37,-0.13917310096006552,-0.9902680687415703
Tram,Route_5,Station_5,Station_33,Rain,Sports,Winter,Tuesday,6.5,57,21,0.7,6,0,1,0,0.0,0,2023,1,10,1,0,1,16,3,16,43,963,1003,40,-0.872496007072797,-0.4886212414969553
Train,Route_8,Station_31,Station_37,Clear,Concert,Winter,Tuesday,5.9,68,44,1.1,12,0,1,0,0.0,0,2023,1,17,1,0,1,14,3,14,21,843,861,18,-0.5112930860770523,-0.8594064115014526
Tram,Route_19,Station_40,Station_36,Fog,Unknown / Missing Event,Spring,Monday,21.3,53,28,19.6,39,0,0,10000,9.210440366976517,1,2023,1,16,0,0,1,21,4,21,43,1264,1303,39,-0.6946583704589976,0.7193398003386509
Train,Route_8,Station_48,Station_33,Snow,Unknown / Missing Event,Autumn,Friday,18.6,42,50,4.0,41,0,1,2000,7.601402334583733,1,2023,1,20,4,0,1,6,33,7,4,393,424,31,0.9896513868196702,-0.14349262199117915
Bus,Route_20,Station_27,Station_3,Snow,Unknown / Missing Event,Autumn,Thursday,7.6,31,48,12.0,41,0,0,0,0.0,0,2023,1,19,3,0,1,12,1,12,47,721,767,46,-0.004363309284746176,-0.9999904807207345
Metro,Route_5,Station_28,Station_19,Fog,Festival,Winter,Monday,20.8,44,22,11.3,35,0,0,10000,9.210440366976517,1,2023,1,16,0,0,1,6,45,7,30,405,450,45,0.9807852804032305,-0.19509032201612797
Metro,Route_17,Station_30,Station_49,Fog,Unknown / Missing Event,Autumn,Friday,-2.7,38,9,17.2,63,0,0,0,0.0,0,2023,1,6,4,0,1,12,1,12,37,721,757,36,-0.004363309284746176,-0.9999904807207345
Tram,Route_17,Station_40,Station_6,Rain,Unknown / Missing Event,Summer,Saturday,22.7,43,54,16.1,45,0,0,0,0.0,0,2023,1,21,5,1,1,12,48,13,10,768,790,22,-0.20791169081775907,-0.9781476007338057
Train,Route_13,Station_10,Station_14,Snow,Sports,Spring,Friday,24.5,38,3,18.8,36,0,0,0,0.0,0,2023,1,13,4,0,1,15,32,16,3,932,963,31,-0.7986355100472928,-0.6018150231520483
Tram,Route_4,Station_21,Station_1,Clear,Unknown / Missing Event,Autumn,Thursday,34.6,92,33,10.7,94,0,0,0,0.0,0,2023,1,5,3,0,1,18,46,19,14,1126,1154,28,-0.9799247046208297,0.19936793441719694
Metro,Route_1,Station_27,Station_23,Clear,Concert,Spring,Sunday,5.9,39,47,6.1,87,0,0,2000,7.601402334583733,1,2023,1,8,6,1,1,16,47,17,25,1007,1045,38,-0.9496991262018767,-0.3131638064837503
Bus,Route_7,Station_15,Station_39,Fog,Unknown / Missing Event,Autumn,Saturday,13.0,99,0,3.5,78,0,0,0,0.0,0,2023,1,21,5,1,1,16,34,16,55,994,1015,21,-0.9304175679820246,-0.3665012267242972
Bus,Route_12,Station_49,Station_28,Cloudy,Festival,Spring,Tuesday,31.8,91,21,2.6,45,0,0,10000,9.210440366976517,1,2023,1,3,1,0,1,18,45,19,7,1125,1147,22,-0.9807852804032304,0.1950903220161283
Bus,Route_12,Station_48,Station_33,Storm,Festival,Winter,Saturday,17.0,44,7,17.0,13,0,0,0,0.0,0,2023,1,14,5,1,1,15,47,16,40,947,1000,53,-0.8362861558477592,-0.5482932295199142
Tram,Route_3,Station_50,Station_6,Snow,Sports,Winter,Thursday,10.6,81,19,11.4,83,0,0,0,0.0,0,2023,1,5,3,0,1,20,30,21,10,1230,1270,40,-0.7933533402912352,0.6087614290087205
Train,Route_3,Station_40,Station_13,Rain,Unknown / Missing Event,Winter,Friday,22.6,87,16,8.9,43,0,0,0,0.0,0,2023,1,13,4,0,1,23,17,23,45,1397,1425,28,-0.18652403600873563,0.9824503977255096
Bus,Route_14,Station_44,Station_17,Rain,Sports,Summer,Monday,24.0,79,33,0.7,86,0,0,50000,10.819798284210286,1,2023,1,2,0,0,1,1,33,1,51,93,111,18,0.3947438563842672,0.9187912101488983
Metro,Route_20,Station_12,Station_1,Storm,Unknown / Missing Event,Spring,Friday,-0.5,49,34,13.6,16,0,0,0,0.0,0,2023,1,13,4,0,1,9,31,10,27,571,627,56,0.6052939880428945,-0.796002002534622
Train,Route_12,Station_12,Station_3,Cloudy,Unknown / Missing Event,Winter,Thursday,10.5,84,44,0.9,37,0,1,500,6.2166061010848646,1,2023,1,19,3,0,1,4,2,4,48,242,288,46,0.8703556959398997,0.4924235601034671
Metro,Route_17,Station_24,Station_45,Rain,Unknown / Missing Event,Spring,Friday,14.4,76,31,18.2,97,0,0,500,6.2166061010848646,1,2023,1,6,4,0,1,3,18,4,5,198,245,47,0.760405965600031,0.6494480483301835
Bus,Route_11,Station_23,Station_39,Clear,Unknown / Missing Event,Spring,Wednesday,1.1,89,11,6.7,75,0,0,0,0.0,0,2023,1,18,2,0,1,6,4,6,35,364,395,31,0.9998476951563913,-0.017452406437283477
Metro,Route_12,Station_49,Station_49,Rain,Unknown / Missing Event,Summer,Sunday,27.8,87,9,4.5,0,0,0,0,0.0,0,2023,1,8,6,1,1,10,49,11,20,649,680,31,0.30486429902801077,-0.9523957996432784
Train,Route_20,Station_38,Station_45,Storm,Unknown / Missing Event,Spring,Friday,31.1,52,50,1.3,31,0,0,0,0.0,0,2023,1,6,4,0,1,20,47,21,29,1247,1289,42,-0.7460573750616997,0.6658816660008341
Train,Route_15,Station_17,Station_40,Storm,Unknown / Missing Event,Autumn,Thursday,4.0,83,41,7.5,23,0,0,0,0.0,0,2023,1,19,3,0,1,0,17,1,6,17,66,49,0.07410849019539924,0.9972501850994857
Bus,Route_2,Station_32,Station_10,Rain,Concert,Summer,Tuesday,13.6,30,51,2.8,77,0,0,0,0.0,0,2023,1,3,1,0,1,11,19,12,12,679,732,53,0.17794354547384186,-0.9840406976462909
Metro,Route_8,Station_11,Station_41,Snow,Unknown / Missing Event,Autumn,Wednesday,29.9,99,18,1.3,15,0,0,500,6.2166061010848646,1,2023,1,4,2,0,1,6,46,7,7,406,427,21,0.9799247046208296,-0.19936793441719705
Bus,Route_20,Station_7,Station_7,Cloudy,Festival,Winter,Monday,28.7,80,26,9.3,84,0,0,0,0.0,0,2023,1,16,0,0,1,0,3,0,28,3,28,25,0.01308959557134444,0.999914327574007
Tram,Route_20,Station_29,Station_16,Rain,Unknown / Missing Event,Spring,Thursday,13.3,90,52,19.6,25,1,0,10000,9.210440366976517,1,2023,1,12,3,0,1,14,16,14,39,856,879,23,-0.5591929034707467,-0.8290375725550417
Tram,Route_15,Station_38,Station_27,Cloudy,Unknown / Missing Event,Summer,Monday,17.6,87,12,0.4,69,0,1,2000,7.601402334583733,1,2023,1,16,0,0,1,9,46,10,7,586,607,21,0.5519369853120583,-0.8338858220671681
Metro,Route_19,Station_17,Station_5,Fog,Sports,Autumn,Wednesday,-3.2,84,23,18.3,97,0,0,10000,9.210440366976517,1,2023,1,11,2,0,1,21,1,21,47,1261,1307,46,-0.7040147244559687,0.7101853756232851
Tram,Route_6,Station_16,Station_47,Storm,Unknown / Missing Event,Spring,Tuesday,33.8,39,17,8.7,80,0,0,0,0.0,0,2023,1,3,1,0,1,2,18,3,5,138,185,47,0.5664062369248328,0.8241261886220157
Bus,Route_18,Station_40,Station_39,Storm,Parade,Winter,Thursday,0.1,67,14,9.0,44,0,0,2000,7.601402334583733,1,2023,1,12,3,0,1,10,45,11,16,645,676,31,0.32143946530316175,-0.9469301294951056
Tram,Route_16,Station_24,Station_30,Snow,Concert,Winter,Sunday,16.6,85,47,7.1,10,0,0,0,0.0,0,2023,1,1,6,1,1,18,31,19,2,1111,1142,31,-0.9908658973868822,0.13485093027372327
Train,Route_5,Station_37,Station_4,Fog,Sports,Autumn,Friday,24.1,91,57,15.3,83,0,0,0,0.0,0,2023,1,6,4,0,1,0,34,1,7,34,67,33,0.14780941112961063,0.9890158633619168
Train,Route_17,Station_34,Station_29,Storm,Festival,Summer,Wednesday,3.2,51,43,10.9,9,0,0,0,0.0,0,2023,1,4,2,0,1,13,47,14,17,827,857,30,-0.45009844103743474,-0.8929789434111371
Train,Route_19,Station_37,Station_38,Rain,Unknown / Missing Event,Autumn,Friday,18.3,94,13,19.1,20,0,0,0,0.0,0,2023,1,13,4,0,1,3,18,3,52,198,232,34,0.760405965600031,0.6494480483301835
Train,Route_13,Station_14,Station_40,Rain,Unknown / Missing Event,Spring,Friday,25.2,47,23,18.9,82,0,1,2000,7.601402334583733,1,2023,1,20,4,0,1,19,17,20,3,1157,1203,46,-0.9440890203927844,0.32969064526278663
Bus,Route_16,Station_50,Station_4,Fog,Sports,Summer,Saturday,11.0,37,36,9.6,73,0,0,0,0.0,0,2023,1,7,5,1,1,19,0,19,25,1140,1165,25,-0.9659258262890682,0.25881904510252113
Bus,Route_14,Station_45,Station_42,Storm,Unknown / Missing Event,Summer,Saturday,5.2,77,24,0.1,63,0,1,0,0.0,0,2023,1,7,5,1,1,5,2,5,24,302,324,22,0.9681476403781077,0.2503800040544415
Bus,Route_1,Station_50,Station_49,Fog,Unknown / Missing Event,Autumn,Wednesday,11.0,83,13,17.2,43,0,0,0,0.0,0,2023,1,18,2,0,1,1,15,1,46,75,106,31,0.3214394653031616,0.9469301294951057
Tram,Route_14,Station_39,Station_10,Snow,Unknown / Missing Event,Autumn,Monday,28.9,86,12,13.5,47,0,0,0,0.0,0,2023,1,16,0,0,1,19,48,20,11,1188,1211,23,-0.891006524188368,0.45399049973954664
Bus,Route_10,Station_23,Station_25,Clear,Unknown / Missing Event,Winter,Tuesday,22.0,33,29,14.3,76,0,1,0,0.0,0,2023,1,17,1,0,1,20,16,20,58,1216,1258,42,-0.8290375725550421,0.5591929034707462
Bus,Route_20,Station_11,Station_25,Cloudy,Unknown / Missing Event,Summer,Friday,18.5,75,12,0.6,12,0,0,50000,10.819798284210286,1,2023,1,6,4,0,1,18,2,18,29,1082,1109,27,-0.9999619230641713,0.008726535498374096
Train,Route_19,Station_3,Station_4,Fog,Unknown / Missing Event,Autumn,Thursday,4.3,31,28,19.0,8,0,0,10000,9.210440366976517,1,2023,1,12,3,0,1,15,3,15,42,903,942,39,-0.7163019434246541,-0.6977904598416802
Train,Route_3,Station_33,Station_33,Rain,Unknown / Missing Event,Summer,Sunday,-3.9,37,31,13.9,76,0,1,10000,9.210440366976517,1,2023,1,1,6,1,1,15,33,16,2,933,962,29,-0.8012538126910606,-0.5983246005706593
Train,Route_14,Station_49,Station_11,Snow,Concert,Spring,Tuesday,2.9,39,49,4.3,82,0,0,2000,7.601402334583733,1,2023,1,3,1,0,1,21,17,21,52,1277,1312,35,-0.6527597524627228,0.7575649843840493
Metro,Route_7,Station_10,Station_42,Snow,Unknown / Missing Event,Summer,Saturday,33.0,55,34,17.5,2,0,0,0,0.0,0,2023,1,14,5,1,1,12,45,13,9,765,789,24,-0.19509032201612792,-0.9807852804032305
Tram,Route_17,Station_41,Station_46,Clear,Festival,Summer,Saturday,18.7,31,48,20.0,86,0,1,0,0.0,0,2023,1,7,5,1,1,1,49,2,11,109,131,22,0.4578739151169567,0.8890171414857364
Train,Route_7,Station_4,Station_8,Clear,Festival,Winter,Sunday,-0.4,58,29,11.1,95,0,1,0,0.0,0,2023,1,8,6,1,1,23,15,23,53,1395,1433,38,-0.19509032201612872,0.9807852804032303
Metro,Route_13,Station_26,Station_2,Cloudy,Unknown / Missing Event,Winter,Friday,15.1,85,10,3.8,86,0,0,0,0.0,0,2023,1,20,4,0,1,17,49,18,11,1069,1091,22,-0.9988483864849507,-0.0479781285213447
Bus,Route_14,Station_4,Station_43,Storm,Protest,Autumn,Saturday,1.9,57,17,19.5,87,0,0,50000,10.819798284210286,1,2023,1,14,5,1,1,13,31,14,8,811,848,37,-0.38671096163682067,-0.9222009716704518
Train,Route_19,Station_32,Station_46,Storm,Sports,Spring,Friday,5.1,34,54,14.1,68,0,1,0,0.0,0,2023,1,6,4,0,1,17,4,17,36,1024,1056,32,-0.9702957262759965,-0.24192189559966779
Train,Route_8,Station_39,Station_49,Storm,Unknown / Missing Event,Spring,Wednesday,21.7,47,59,9.8,16,0,0,0,0.0,0,2023,1,18,2,0,1,0,31,1,8,31,68,37,0.134850930273723,0.9908658973868822
Train,Route_4,Station_17,Station_49,Storm,Unknown / Missing Event,Summer,Friday,19.3,63,31,13.2,37,0,0,0,0.0,0,2023,1,20,4,0,1,17,18,17,54,1038,1074,36,-0.9832549075639545,-0.18223552549214778
Metro,Route_12,Station_45,Station_5,Rain,Unknown / Missing Event,Spring,Saturday,17.9,41,12,6.7,74,0,0,2000,7.601402334583733,1,2023,1,21,5,1,1,22,33,23,17,1353,1397,44,-0.3705574375098368,0.928809552871924
Metro,Route_9,Station_30,Station_25,Rain,Unknown / Missing Event,Autumn,Wednesday,30.9,76,41,15.1,31,0,0,0,0.0,0,2023,1,11,2,0,1,8,32,9,22,512,562,50,0.788010753606722,-0.6156614753256583
